/* DATA DESCRIPTION:
Citation:	Elling, Felix J; Hemingway, Jordon D; Kharbush, Jenan; Becker, Kevin W; Polik, Catherine Ann; Pearson, Ann (2021): Table S4, Content and stable isotopic composition of total organic carbon (TOC) and total nitrogen (TN) for ODP cores at sites 964 and 967. PANGAEA, https://doi.org/10.1594/PANGAEA.936831, 
	In: Elling, FJ et al. (2021): Mediterranean sapropel bulk organic matter and biomarker concentrations and carbon isotope compositions. PANGAEA, https://doi.org/10.1594/PANGAEA.937082
Abstract:	Bulk organic carbon (OC) and nitrogen content and stable isotope compositions for ODP cores at sites 964 and 967, including: event name, sapropel layer, core, depth (top), depth (bottom), OC content (mean), OC content (std. dev.), OC d13C (mean), OC d13C (std. dev.), nitrogen content (mean), nitrogen content (std. dev.), d15N (mean), d15N (std. dev.), and C/N ratio. All content and isotope data were generated using a Thermo Scientific Delta V isotope ratio mass spectrometer run in continuous flow mode. Samples were acidified by fumigation prior to OC content and d13C analysis; samples were run without acidification for N content and d15N analysis.
	This work was supported by the Gordon and Betty Moore Foundation.
Keyword(s):	anoxia; Bacteriohopanepolyols; biomarkers; d13C; d15N; GDGTs; heterocyst glycolipids; Mediterranean Sea; nitrogen cycle; organic matter; sapropels
Related to:	Elling, Felix J; Hemingway, Jordon D; Kharbush, Jenan; Becker, Kevin W; Polik, Catherine Ann; Pearson, Ann (2021): Linking diatom-diazotroph symbioses to nitrogen cycle perturbations and deep-water anoxia: Insights from Mediterranean sapropel events. Earth and Planetary Science Letters, 571, 117110, https://doi.org/10.1016/j.epsl.2021.117110
Project(s):	Ocean Drilling Program (ODP) (URI: http://www-odp.tamu.edu/)
Funding:	National Science Foundation (NSF), grant/award no. EAR-1349126 (URI: https://www.nsf.gov/awardsearch/showAward?AWD_ID=1349126)
	National Science Foundation (NSF), grant/award no. OCE-1702262 (URI: https://www.nsf.gov/awardsearch/showAward?AWD_ID=1702262)
	National Science Foundation (NSF), grant/award no. OCE-1843285: Carbon isotope fractionation in Archaea using the 3HP/4HB pathway: Prospects for paleo-geochemistry and paleo-barometry (URI: https://www.nsf.gov/awardsearch/showAward?AWD_ID=1843285)
Coverage:	MEDIAN LATITUDE: 35.164850 * MEDIAN LONGITUDE: 25.237650 * SOUTH-BOUND LATITUDE: 34.068300 * WEST-BOUND LONGITUDE: 17.749700 * NORTH-BOUND LATITUDE: 36.260800 * EAST-BOUND LONGITUDE: 32.725600
	DATE/TIME START: 1995-03-17T20:14:00 * DATE/TIME END: 1995-04-03T21:15:00
	MINIMUM ELEVATION: -3661.0 m * MAXIMUM ELEVATION: -2552.0 m
Event(s):	160-964A * LATITUDE: 36.260300 * LONGITUDE: 17.749700 * DATE/TIME START: 1995-03-17T20:14:00 * DATE/TIME END: 1995-03-18T21:30:00 * ELEVATION: -3658.0 m * Penetration: 101.8 m * Recovery: 106.12 m * LOCATION: Eastern Basin * CAMPAIGN: Leg160 (URI: https://doi.org/10.2973/odp.proc.ir.160.1996) * BASIS: Joides Resolution (URI: http://www-odp.tamu.edu/resolutn.html) * METHOD/DEVICE: Drilling/drill rig (DRILL) * COMMENT: 11 core; 101.8 m cored; 0 m drilled; 104.2 % recovery
	160-964D * LATITUDE: 36.260600 * LONGITUDE: 17.750000 * DATE/TIME START: 1995-03-20T02:00:00 * DATE/TIME END: 1995-03-20T16:45:00 * ELEVATION: -3660.0 m * Penetration: 108.6 m * Recovery: 112.2 m * LOCATION: Eastern Basin * CAMPAIGN: Leg160 (URI: https://doi.org/10.2973/odp.proc.ir.160.1996) * BASIS: Joides Resolution (URI: http://www-odp.tamu.edu/resolutn.html) * METHOD/DEVICE: Drilling/drill rig (DRILL) * COMMENT: 12 cores; 108.6 m cored; 0 m drilled; 103.3 % recovery
	160-964E * LATITUDE: 36.260800 * LONGITUDE: 17.750000 * DATE/TIME START: 1995-03-20T16:45:00 * DATE/TIME END: 1995-03-21T00:45:00 * ELEVATION: -3661.0 m * Penetration: 85.5 m * Recovery: 54.32 m * LOCATION: Eastern Basin * CAMPAIGN: Leg160 (URI: https://doi.org/10.2973/odp.proc.ir.160.1996) * BASIS: Joides Resolution (URI: http://www-odp.tamu.edu/resolutn.html) * METHOD/DEVICE: Drilling/drill rig (DRILL) * COMMENT: 6 cores; 53 m cored; 0 m drilled; 102.5 % recovery
	160-967A * LATITUDE: 34.068300 * LONGITUDE: 32.725300 * DATE/TIME START: 1995-04-01T23:50:00 * DATE/TIME END: 1995-04-02T11:40:00 * ELEVATION: -2553.0 m * Penetration: 141.3 m * Recovery: 142.14 m * LOCATION: Eastern Basin * CAMPAIGN: Leg160 (URI: https://doi.org/10.2973/odp.proc.ir.160.1996) * BASIS: Joides Resolution (URI: http://www-odp.tamu.edu/resolutn.html) * METHOD/DEVICE: Drilling/drill rig (DRILL) * COMMENT: 16 cores; 141.3 m cored; 0 m drilled; 100.6 % recovery
	160-967B * LATITUDE: 34.068300 * LONGITUDE: 32.725300 * DATE/TIME START: 1995-04-02T11:40:00 * DATE/TIME END: 1995-04-03T00:40:00 * ELEVATION: -2555.0 m * Penetration: 121.5 m * Recovery: 126.61 m * LOCATION: Eastern Basin * CAMPAIGN: Leg160 (URI: https://doi.org/10.2973/odp.proc.ir.160.1996) * BASIS: Joides Resolution (URI: http://www-odp.tamu.edu/resolutn.html) * METHOD/DEVICE: Drilling/drill rig (DRILL) * COMMENT: 14 cores; 121.5 m cored; 0 m drilled; 104.2 % recovery
	160-967D * LATITUDE: 34.070800 * LONGITUDE: 32.725600 * DATE/TIME START: 1995-04-03T13:50:00 * DATE/TIME END: 1995-04-03T21:15:00 * ELEVATION: -2552.0 m * Penetration: 16.2 m * Recovery: 16.89 m * LOCATION: Eastern Basin * CAMPAIGN: Leg160 (URI: https://doi.org/10.2973/odp.proc.ir.160.1996) * BASIS: Joides Resolution (URI: http://www-odp.tamu.edu/resolutn.html) * METHOD/DEVICE: Drilling/drill rig (DRILL) * COMMENT: 2 cores; 16.2 m cored; 0 m drilled; 104.3 % recovery
Parameter(s):	Event label (Event) * PI: Elling, Felix J (https://orcid.org/0000-0003-0405-4033, felling@leibniz.uni-kiel.de)
	Site (Site) * PI: Elling, Felix J (https://orcid.org/0000-0003-0405-4033, felling@leibniz.uni-kiel.de)
	Sapropel layer (Sapropel) * PI: Elling, Felix J (https://orcid.org/0000-0003-0405-4033, felling@leibniz.uni-kiel.de)
	Core (Core) * PI: Elling, Felix J (https://orcid.org/0000-0003-0405-4033, felling@leibniz.uni-kiel.de)
	Depth, top/min [m] (Depth top) * PI: Elling, Felix J (https://orcid.org/0000-0003-0405-4033, felling@leibniz.uni-kiel.de)
	Depth, bottom/max [m] (Depth bot) * PI: Elling, Felix J (https://orcid.org/0000-0003-0405-4033, felling@leibniz.uni-kiel.de)
	Carbon, organic, total [%] (TOC) * PI: Elling, Felix J (https://orcid.org/0000-0003-0405-4033, felling@leibniz.uni-kiel.de) * METHOD/DEVICE: Thermo Scientific Flash elemental analyzer coupled to a Thermo Scientific Delta V isotope ratio mass spectrometer in conflo mode
	Carbon, organic, total, standard deviation [±] (TOC std dev) * PI: Elling, Felix J (https://orcid.org/0000-0003-0405-4033, felling@leibniz.uni-kiel.de) * METHOD/DEVICE: Thermo Scientific Flash elemental analyzer coupled to a Thermo Scientific Delta V isotope ratio mass spectrometer in conflo mode
	δ13C, total organic carbon [‰ PDB] (δ13C TOC) * PI: Elling, Felix J (https://orcid.org/0000-0003-0405-4033, felling@leibniz.uni-kiel.de) * METHOD/DEVICE: Thermo Scientific Flash elemental analyzer coupled to a Thermo Scientific Delta V isotope ratio mass spectrometer in conflo mode
	δ13C, total organic carbon, standard deviation [±] (δ13C TOC std dev) * PI: Elling, Felix J (https://orcid.org/0000-0003-0405-4033, felling@leibniz.uni-kiel.de) * METHOD/DEVICE: Thermo Scientific Flash elemental analyzer coupled to a Thermo Scientific Delta V isotope ratio mass spectrometer in conflo mode
	Nitrogen, total [%] (TN) * PI: Elling, Felix J (https://orcid.org/0000-0003-0405-4033, felling@leibniz.uni-kiel.de) * METHOD/DEVICE: Thermo Scientific Flash elemental analyzer coupled to a Thermo Scientific Delta V isotope ratio mass spectrometer in conflo mode
	Nitrogen, total, standard deviation [±] (TN std dev) * PI: Elling, Felix J (https://orcid.org/0000-0003-0405-4033, felling@leibniz.uni-kiel.de) * METHOD/DEVICE: Thermo Scientific Flash elemental analyzer coupled to a Thermo Scientific Delta V isotope ratio mass spectrometer in conflo mode
	δ15N [‰ air] (δ15N) * PI: Elling, Felix J (https://orcid.org/0000-0003-0405-4033, felling@leibniz.uni-kiel.de) * METHOD/DEVICE: Thermo Scientific Flash elemental analyzer coupled to a Thermo Scientific Delta V isotope ratio mass spectrometer in conflo mode * COMMENT: total nitrogen
	δ15N, standard deviation [±] (δ15N std dev) * PI: Elling, Felix J (https://orcid.org/0000-0003-0405-4033, felling@leibniz.uni-kiel.de) * METHOD/DEVICE: Thermo Scientific Flash elemental analyzer coupled to a Thermo Scientific Delta V isotope ratio mass spectrometer in conflo mode * COMMENT: total nitrogen
	Carbon, organic, total/Nitrogen, total ratio (TOC/TN) * PI: Elling, Felix J (https://orcid.org/0000-0003-0405-4033, felling@leibniz.uni-kiel.de) * METHOD/DEVICE: Thermo Scientific Flash elemental analyzer coupled to a Thermo Scientific Delta V isotope ratio mass spectrometer in conflo mode
License:	Creative Commons Attribution 4.0 International (CC-BY-4.0)
Status:	Curation Level: Enhanced curation (URI: https://wiki.pangaea.de/wiki/Curation_levels)
Size:	1307 data points
*/
Event	Site	Sapropel	Core	Depth top [m]	Depth bot [m]	TOC [%]	TOC std dev [±]	δ13C TOC [‰ PDB]	δ13C TOC std dev [±]	TN [%]	TN std dev [±]	δ15N [‰ air]	δ15N std dev [±]	TOC/TN
160-967A	967	S74	A9H6	0.07	0.08	1.80	0.02	-22.14	0.3	0.12	0.04	-0.84	0.21	14.89
160-967A	967	S74	A9H6	0.08	0.09	2.21	0.02	-21.91	0.3	0.14		-0.76		16.34
160-967A	967	S74	A9H6	0.09	0.11	2.19	0.02	-22.00	0.3	0.15	0.01	-1.06	0.34	14.43
160-967A	967	S74	A9H6	0.11	0.13	2.35	0.02	-21.50	0.3	0.17		-0.92		13.88
160-967A	967	S74	A9H6	0.13	0.15	2.54	0.03	-21.94	0.3	0.14		-1.37		18.22
160-967A	967	S74	A9H6	0.15	0.17	3.75	0.04	-21.32	0.3	0.21		-1.53		17.57
160-967A	967	S74	A9H6	0.17	0.19	3.25	0.03	-21.41	0.3	0.18	0.01	-1.22	0.18	17.70
160-967A	967	S74	A9H6	0.19	0.21	3.06	0.03	-21.61	0.3	0.21	0.02	-0.77	0.31	14.85
160-967A	967	S74	A9H6	0.21	0.22	3.92	0.04	-21.90	0.3	0.18		-0.29		21.63
160-967A	967	S74	A9H6	0.22	0.23	3.19	0.03	-22.19	0.3	0.21		-0.42		15.37
160-967A	967	S74	A9H6	0.23	0.24	0.71	0.01	-21.31	0.3	0.06	0.00	1.42	0.44	12.17
160-967A	967	S74	A9H6	0.24	0.26	0.38	0.00	-20.84	0.3	0.03		3.02		12.03
160-967A	967	S74	A9H6	0.26	0.28	0.27	0.00	-20.69	0.3	0.03	0.00	1.96	0.50	9.47
160-967A	967	S74	A9H6	0.28	0.30	0.23	0.00	-20.59	0.3	0.02		3.81		10.48
